Length Units,meter
Node,X(m),Y(m),Z(m),VX(m/s),VY(m/s),VZ(m/s),(1) Velocity Magnitude - m/s
31,3.5000162e+00,3.6260867e+00,3.6499973e-02,3.8258270e-03,-7.8493273e-03,-2.3434294e-02,2.5008300e-02
32,3.5000186e+00,3.6260867e+00,-1.5450001e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
33,3.4999812e+00,3.4434783e+00,2.7105000e+00,9.9112943e-02,-6.3733687e-04,2.2322212e-03,9.9140123e-02
34,3.4999838e+00,3.4434783e+00,2.5195000e+00,8.3469540e-02,-6.8896674e-03,2.6190085e-03,8.3794340e-02
35,3.4999862e+00,3.4434783e+00,2.3285000e+00,5.8703277e-02,-4.6206559e-03,2.2733186e-03,5.8928713e-02
36,3.4999888e+00,3.4434783e+00,2.1375000e+00,3.6584910e-02,-1.0707171e-04,1.3767163e-03,3.6610961e-02
37,3.4999912e+00,3.4434783e+00,1.9464999e+00,1.8881697e-02,2.8653503e-03,-2.8045618e-03,1.9302702e-02
38,3.4999938e+00,3.4434783e+00,1.7555000e+00,9.3282890e-03,1.9923626e-03,-5.0061019e-03,1.0772537e-02
39,3.4999962e+00,3.4434783e+00,1.5645000e+00,2.3192624e-03,9.4938208e-04,-6.0558566e-03,6.5539074e-03
40,3.4999988e+00,3.4434783e+00,1.3735000e+00,6.7720911e-04,-7.2399148e-04,-5.3049270e-03,5.3967610e-03
41,3.5000012e+00,3.4434781e+00,1.1824999e+00,-5.9218070e-04,-1.2371632e-03,-5.4361746e-03,5.6065358e-03
42,3.5000038e+00,3.4434781e+00,9.9149990e-01,-1.8692487e-03,-7.8676263e-04,-6.4483518e-03,6.7597576e-03
43,3.5000062e+00,3.4434781e+00,8.0049992e-01,-4.0517286e-03,4.1709165e-05,-3.2153616e-03,5.1726969e-03
44,3.5000088e+00,3.4434781e+00,6.0949993e-01,-6.1564678e-03,3.3221184e-03,-5.2931071e-03,8.7724309e-03
45,3.5000112e+00,3.4434781e+00,4.1849995e-01,-6.3064829e-03,6.1942725e-03,-5.7307770e-03,1.0534826e-02
46,3.5000138e+00,3.4434781e+00,2.2749998e-01,-4.8591150e-04,3.4765902e-03,3.0937872e-03,4.6791355e-03
47,3.5000162e+00,3.4434781e+00,3.6499988e-02,4.8471591e-03,-5.6474861e-03,3.3665902e-03,8.1684133e-03
48,3.5000186e+00,3.4434781e+00,-1.5449999e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
49,3.4999812e+00,3.2608697e+00,2.7105000e+00,9.3073837e-02,-1.3475503e-02,1.8503125e-03,9.4062485e-02
50,3.4999838e+00,3.2608697e+00,2.5195000e+00,7.1910277e-02,-1.2166061e-02,5.4208832e-03,7.3133349e-02
51,3.4999862e+00,3.2608697e+00,2.3285000e+00,4.6496220e-02,-7.3682056e-03,6.5499251e-03,4.7529891e-02
52,3.4999888e+00,3.2608697e+00,2.1375000e+00,2.6344750e-02,-4.0373986e-04,4.0153856e-03,2.6652059e-02
53,3.4999912e+00,3.2608697e+00,1.9465001e+00,9.8056272e-03,3.1978681e-03,1.9497770e-03,1.0496586e-02
54,3.4999938e+00,3.2608697e+00,1.7555001e+00,1.8791133e-03,2.6300866e-03,4.5631742e-04,3.2644521e-03
55,3.4999962e+00,3.2608697e+00,1.5645001e+00,-3.5319778e-03,1.1511323e-03,-9.3604147e-04,3.8309458e-03
56,3.4999988e+00,3.2608697e+00,1.3735001e+00,-4.0229382e-03,-4.7994583e-04,-1.9796032e-03,4.5092362e-03
57,3.5000012e+00,3.2608695e+00,1.1825000e+00,-4.2393012e-03,-5.2052201e-04,-3.3185105e-03,5.4088011e-03
58,3.5000038e+00,3.2608695e+00,9.9149990e-01,-4.6564164e-03,6.2164769e-04,-3.2327464e-03,5.7025705e-03
59,3.5000062e+00,3.2608695e+00,8.0049992e-01,-6.7542372e-03,3.0481315e-03,-3.3575762e-03,8.1353644e-03
60,3.5000088e+00,3.2608695e+00,6.0949993e-01,-9.3252286e-03,5.9796050e-03,-2.4612027e-03,1.1347822e-02
61,3.5000112e+00,3.2608695e+00,4.1849995e-01,-9.9277329e-03,7.9206163e-03,-4.5569045e-03,1.3493014e-02
62,3.5000138e+00,3.2608695e+00,2.2749999e-01,-7.9720579e-03,8.3809150e-03,-9.1920113e-03,1.4774523e-02
63,3.5000162e+00,3.2608695e+00,3.6500003e-02,-2.8179211e-03,3.1575689e-03,-2.3668562e-03,4.8490129e-03
64,3.5000186e+00,3.2608695e+00,-1.5449998e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
65,3.4999812e+00,3.0782609e+00,2.7105000e+00,8.5202329e-02,-2.4426956e-02,7.0429826e-04,8.8637516e-02
66,3.4999838e+00,3.0782609e+00,2.5195000e+00,6.2695108e-02,-1.7684959e-02,5.2949833e-03,6.5356493e-02
67,3.4999862e+00,3.0782609e+00,2.3285000e+00,3.8938597e-02,-9.0947486e-03,5.5322801e-03,4.0367499e-02
68,3.4999888e+00,3.0782609e+00,2.1375000e+00,1.7855177e-02,-9.8418805e-04,3.8425599e-03,1.8290469e-02
69,3.4999912e+00,3.0782609e+00,1.9465001e+00,3.4079773e-03,2.2664466e-03,2.8829607e-03,5.0062514e-03
70,3.4999938e+00,3.0782609e+00,1.7555001e+00,-3.7405696e-03,1.9477921e-03,9.5830910e-04,4.3248250e-03
71,3.4999962e+00,3.0782609e+00,1.5645001e+00,-8.5136918e-03,2.3355291e-04,-6.2377733e-04,8.5397074e-03
72,3.4999988e+00,3.0782609e+00,1.3735001e+00,-5.5772504e-03,-3.0070799e-04,-4.8987982e-03,7.4292915e-03
73,3.5000012e+00,3.0782607e+00,1.1825000e+00,-4.9555749e-03,-8.5014151e-05,-7.3424717e-03,8.8587152e-03
74,3.5000038e+00,3.0782607e+00,9.9149990e-01,-4.0791659e-03,1.1280458e-03,-1.0355435e-02,1.1186917e-02
75,3.5000062e+00,3.0782607e+00,8.0049992e-01,-6.4403154e-03,3.5281042e-03,-8.9773471e-03,1.1598187e-02
76,3.5000088e+00,3.0782607e+00,6.0949993e-01,-9.0748286e-03,6.0727140e-03,-8.0616726e-03,1.3572801e-02
77,3.5000112e+00,3.0782607e+00,4.1849998e-01,-1.2124089e-02,9.5133381e-03,-7.1336613e-03,1.6981939e-02
78,3.5000138e+00,3.0782607e+00,2.2750001e-01,-1.1537757e-02,9.6240705e-03,-9.0708304e-03,1.7550571e-02
79,3.5000162e+00,3.0782607e+00,3.6500022e-02,-7.9096816e-03,9.7193830e-03,-7.6874886e-03,1.4701257e-02
80,3.5000186e+00,3.0782607e+00,-1.5449996e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
81,3.4999812e+00,2.8956521e+00,2.7105000e+00,7.7953137e-02,-3.4656543e-02,7.8940601e-04,8.5313484e-02
82,3.4999838e+00,2.8956521e+00,2.5195000e+00,5.5170465e-02,-2.3870386e-02,3.6403171e-03,6.0223147e-02
83,3.4999862e+00,2.8956521e+00,2.3285000e+00,3.2502729e-02,-1.1295218e-02,3.6960104e-03,3.4607366e-02
84,3.4999888e+00,2.8956521e+00,2.1375000e+00,1.2587196e-02,-2.4455788e-03,3.1548056e-03,1.3204968e-02
85,3.4999912e+00,2.8956521e+00,1.9465001e+00,-1.5059325e-03,1.1675170e-03,3.0247376e-03,3.5749080e-03
86,3.4999938e+00,2.8956521e+00,1.7555001e+00,-7.2913296e-03,1.3625966e-03,1.7165735e-03,7.6135918e-03
87,3.4999962e+00,2.8956521e+00,1.5645001e+00,-1.0236775e-02,-2.6773592e-04,-1.7293324e-04,1.0241735e-02
88,3.4999988e+00,2.8956521e+00,1.3735001e+00,-5.6322142e-03,2.3898849e-04,-5.2617313e-03,7.7113407e-03
89,3.5000012e+00,2.8956518e+00,1.1825000e+00,-3.3356389e-03,1.0120601e-03,-7.5063594e-03,8.2762418e-03
90,3.5000038e+00,2.8956518e+00,9.9149996e-01,-1.7549588e-03,2.5667450e-03,-1.0699671e-02,1.1142308e-02
91,3.5000062e+00,2.8956518e+00,8.0049998e-01,-4.3753232e-03,4.7335434e-03,-7.9652630e-03,1.0246721e-02
92,3.5000088e+00,2.8956518e+00,6.0949999e-01,-7.3166261e-03,7.2706640e-03,-6.5746908e-03,1.2232012e-02
93,3.5000112e+00,2.8956518e+00,4.1850001e-01,-1.0471909e-02,1.0864651e-02,-5.7562119e-03,1.6150404e-02
94,3.5000138e+00,2.8956518e+00,2.2750002e-01,-9.9213561e-03,1.2185933e-02,-6.8188920e-03,1.7129729e-02
95,3.5000162e+00,2.8956518e+00,3.6500037e-02,-6.8590976e-03,1.2343300e-02,-5.6828875e-03,1.5221678e-02
96,3.5000186e+00,2.8956518e+00,-1.5449995e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
97,3.4999812e+00,2.7130435e+00,2.7105000e+00,6.9402926e-02,-4.0198170e-02,4.7825926e-04,8.0205284e-02
98,3.4999838e+00,2.7130435e+00,2.5195000e+00,4.8455689e-02,-2.8274097e-02,1.7581874e-03,5.6129046e-02
99,3.4999862e+00,2.7130435e+00,2.3285000e+00,2.6129737e-02,-1.4823984e-02,1.7401762e-03,3.0092223e-02
100,3.4999888e+00,2.7130435e+00,2.1375000e+00,7.1823397e-03,-4.4227578e-03,1.9991996e-03,8.6685400e-03
101,3.4999912e+00,2.7130435e+00,1.9465001e+00,-5.7084509e-03,-6.8729615e-04,3.3528537e-03,6.6558560e-03
102,3.4999938e+00,2.7130435e+00,1.7555001e+00,-1.0197042e-02,-1.1372485e-04,2.5519854e-03,1.0512146e-02
103,3.4999962e+00,2.7130435e+00,1.5645001e+00,-1.0595530e-02,-9.4870583e-04,8.5100456e-04,1.0671902e-02
104,3.4999988e+00,2.7130435e+00,1.3735001e+00,-4.1145785e-03,7.1520213e-04,-5.2379142e-03,6.6990308e-03
105,3.5000012e+00,2.7130432e+00,1.1825000e+00,-4.1230975e-04,2.4292613e-03,-7.9236180e-03,8.2978932e-03
106,3.5000038e+00,2.7130432e+00,9.9149996e-01,1.4318314e-03,4.2639589e-03,-8.8404873e-03,9.9189570e-03
107,3.5000062e+00,2.7130432e+00,8.0049998e-01,-1.5175764e-03,6.4373463e-03,-4.5275223e-03,8.0150431e-03
108,3.5000088e+00,2.7130432e+00,6.0949999e-01,-4.6893694e-03,8.9664031e-03,-1.5458902e-03,1.0236031e-02
109,3.5000112e+00,2.7130432e+00,4.1850001e-01,-8.1192758e-03,1.2585657e-02,-1.1670140e-03,1.5022760e-02
110,3.5000138e+00,2.7130432e+00,2.2750004e-01,-8.2699172e-03,1.3735129e-02,-3.6558104e-03,1.6444154e-02
111,3.5000162e+00,2.7130432e+00,3.6500052e-02,-4.5646867e-03,1.4410124e-02,-5.6386436e-03,1.6133267e-02
112,3.5000186e+00,2.7130432e+00,-1.5449993e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
113,3.4999812e+00,2.5304348e+00,2.7105000e+00,6.0306922e-02,-4.4464666e-02,1.7488780e-04,7.4927047e-02
114,3.4999838e+00,2.5304348e+00,2.5195000e+00,4.0887192e-02,-3.0684708e-02,6.7592476e-04,5.1125050e-02
115,3.4999862e+00,2.5304348e+00,2.3285000e+00,2.0953501e-02,-1.6773399e-02,1.6701629e-03,2.6892109e-02
116,3.4999888e+00,2.5304348e+00,2.1375000e+00,3.0836412e-03,-6.3754083e-03,2.2856584e-03,7.4417009e-03
117,3.4999912e+00,2.5304348e+00,1.9465001e+00,-8.3435681e-03,-2.6213943e-03,4.7350032e-03,9.9452045e-03
118,3.4999938e+00,2.5304348e+00,1.7555001e+00,-1.0625719e-02,-1.1031746e-03,4.1092322e-03,1.1445903e-02
119,3.4999962e+00,2.5304348e+00,1.5645001e+00,-1.0140901e-02,-1.3717627e-03,2.6455857e-03,1.0569708e-02
120,3.4999988e+00,2.5304348e+00,1.3735001e+00,-2.5354181e-03,2.2740220e-03,-2.4548324e-03,4.1983002e-03
121,3.5000012e+00,2.5304346e+00,1.1825000e+00,1.1562428e-03,4.0912898e-03,-3.2150645e-03,5.3303083e-03
122,3.5000038e+00,2.5304346e+00,9.9149996e-01,2.9376335e-03,6.2393732e-03,-2.5867433e-03,7.3655080e-03
123,3.5000062e+00,2.5304346e+00,8.0049998e-01,-7.3980074e-05,8.9229085e-03,4.0169340e-03,9.7856792e-03
124,3.5000088e+00,2.5304346e+00,6.0949999e-01,-3.0100234e-03,1.1426877e-02,6.3769897e-03,1.3427574e-02
125,3.5000112e+00,2.5304346e+00,4.1850004e-01,-5.7928837e-03,1.4717091e-02,4.2864056e-03,1.6386688e-02
126,3.5000138e+00,2.5304346e+00,2.2750005e-01,-6.4809471e-03,1.5935460e-02,1.7402833e-03,1.7290752e-02
127,3.5000162e+00,2.5304346e+00,3.6500070e-02,-2.4428088e-03,1.6536841e-02,-5.0364379e-03,1.7458526e-02
128,3.5000186e+00,2.5304346e+00,-1.5449992e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
129,3.4999812e+00,2.3478262e+00,2.7105000e+00,5.1576905e-02,-4.6670437e-02,-9.2933697e-05,6.9558002e-02
130,3.4999838e+00,2.3478262e+00,2.5195000e+00,3.3074431e-02,-3.2521028e-02,3.2247242e-04,4.6385769e-02
131,3.4999862e+00,2.3478262e+00,2.3285000e+00,1.4114982e-02,-1.8556453e-02,1.0877218e-03,2.3340048e-02
132,3.4999888e+00,2.3478262e+00,2.1375000e+00,-9.5026847e-04,-7.9359496e-03,2.8308728e-03,8.4791603e-03
133,3.4999912e+00,2.3478262e+00,1.9465001e+00,-1.1217787e-02,-4.6141995e-03,5.8205100e-03,1.3453919e-02
134,3.4999938e+00,2.3478262e+00,1.7555001e+00,-1.2448993e-02,-2.5672587e-03,5.0023189e-03,1.3659847e-02
135,3.4999962e+00,2.3478262e+00,1.5645001e+00,-1.0072256e-02,-1.9402623e-03,3.7708443e-03,1.0928596e-02
136,3.4999988e+00,2.3478262e+00,1.3735001e+00,-2.5199202e-03,2.1683110e-03,-1.0937217e-03,3.4996853e-03
137,3.5000012e+00,2.3478260e+00,1.1825000e+00,1.8476670e-03,4.6891337e-03,-1.0445074e-03,5.1471200e-03
138,3.5000038e+00,2.3478260e+00,9.9150002e-01,3.5064570e-03,7.0830020e-03,1.7550756e-03,8.0959527e-03
139,3.5000062e+00,2.3478260e+00,8.0050004e-01,1.1239598e-03,1.0086611e-02,9.0349270e-03,1.3587970e-02
140,3.5000088e+00,2.3478260e+00,6.0950005e-01,-8.6735503e-04,1.3900179e-02,1.3046753e-02,1.9083632e-02
141,3.5000112e+00,2.3478260e+00,4.1850004e-01,-3.1525139e-03,1.7239554e-02,1.0324098e-02,2.0340294e-02
142,3.5000138e+00,2.3478260e+00,2.2750007e-01,-3.1407936e-03,1.8624492e-02,3.0644839e-03,1.9134454e-02
143,3.5000162e+00,2.3478260e+00,3.6500085e-02,8.7953219e-04,1.8938554e-02,-4.5922534e-03,1.9507209e-02
144,3.5000186e+00,2.3478260e+00,-1.5449990e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
145,3.4999812e+00,2.1652174e+00,2.7105000e+00,4.4165608e-02,-4.7093574e-02,-5.2748419e-05,6.4563215e-02
146,3.4999838e+00,2.1652174e+00,2.5195000e+00,2.7775981e-02,-3.3693776e-02,3.1067932e-05,4.3666653e-02
147,3.4999862e+00,2.1652174e+00,2.3285000e+00,1.0347672e-02,-2.0956481e-02,2.4510596e-03,2.3500130e-02
148,3.4999888e+00,2.1652174e+00,2.1375000e+00,-4.5166789e-03,-1.0142012e-02,4.0884404e-03,1.1831151e-02
149,3.4999912e+00,2.1652174e+00,1.9465001e+00,-1.2648219e-02,-6.5133702e-03,7.3558227e-03,1.6015917e-02
150,3.4999938e+00,2.1652174e+00,1.7555001e+00,-1.3010011e-02,-3.7605516e-03,5.5561005e-03,1.4638046e-02
151,3.4999962e+00,2.1652174e+00,1.5645001e+00,-1.0016468e-02,-1.9625637e-03,3.3454334e-03,1.0741193e-02
152,3.4999988e+00,2.1652174e+00,1.3735001e+00,-3.5449644e-03,1.8593995e-03,-6.8769637e-05,4.0036067e-03
153,3.5000012e+00,2.1652172e+00,1.1825000e+00,6.1107485e-04,4.3237461e-03,4.4930947e-04,4.3897689e-03
154,3.5000038e+00,2.1652172e+00,9.9150002e-01,2.2747160e-03,6.0796230e-03,4.1395733e-03,7.6988456e-03
155,3.5000062e+00,2.1652172e+00,8.0050004e-01,7.6141814e-04,1.0028097e-02,1.2767293e-02,1.6252577e-02
156,3.5000088e+00,2.1652172e+00,6.0950005e-01,-6.0283713e-04,1.4064315e-02,1.7107753e-02,2.2154991e-02
157,3.5000112e+00,2.1652172e+00,4.1850007e-01,-1.1531518e-04,1.9352365e-02,1.3934471e-02,2.3847366e-02
158,3.5000138e+00,2.1652172e+00,2.2750008e-01,8.1820169e-04,2.1135120e-02,6.5524741e-03,2.2142665e-02
159,3.5000162e+00,2.1652172e+00,3.6500100e-02,3.9082938e-03,2.0458618e-02,-3.8676416e-03,2.1184627e-02
160,3.5000186e+00,2.1652172e+00,-1.5449989e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
161,3.4999812e+00,1.9826087e+00,2.7105000e+00,3.7975460e-02,-4.7352199e-02,-2.5226713e-05,6.0698986e-02
162,3.4999838e+00,1.9826087e+00,2.5195000e+00,2.2879859e-02,-3.4325849e-02,-1.6514133e-04,4.1252628e-02
163,3.4999862e+00,1.9826087e+00,2.3285000e+00,6.6438746e-03,-2.1881741e-02,2.6180737e-03,2.3017514e-02
164,3.4999888e+00,1.9826087e+00,2.1375000e+00,-7.1972534e-03,-1.1152918e-02,4.3203654e-03,1.3958996e-02
165,3.4999912e+00,1.9826086e+00,1.9465002e+00,-1.4175605e-02,-7.5513665e-03,7.3940381e-03,1.7681705e-02
166,3.4999938e+00,1.9826086e+00,1.7555002e+00,-1.3642155e-02,-3.4191378e-03,4.3735364e-03,1.4728432e-02
167,3.4999962e+00,1.9826086e+00,1.5645002e+00,-1.0226939e-02,-1.3649620e-03,1.3949458e-03,1.0411497e-02
168,3.4999988e+00,1.9826086e+00,1.3735002e+00,-5.2118180e-03,1.9884252e-03,-2.2041181e-03,5.9979176e-03
169,3.5000012e+00,1.9826086e+00,1.1825001e+00,-1.5945970e-03,3.3927439e-03,-1.8773130e-03,4.1925833e-03
170,3.5000038e+00,1.9826086e+00,9.9150002e-01,2.1354899e-05,4.8105982e-03,1.9051583e-03,5.1741605e-03
171,3.5000062e+00,1.9826086e+00,8.0050004e-01,-3.2219716e-04,7.5837187e-03,1.0768162e-02,1.3174593e-02
172,3.5000088e+00,1.9826084e+00,6.0950005e-01,-1.8911823e-04,1.3508255e-02,1.6870445e-02,2.1612974e-02
173,3.5000112e+00,1.9826084e+00,4.1850007e-01,1.9532933e-03,2.0125603e-02,1.4800802e-02,2.5058312e-02
174,3.5000138e+00,1.9826084e+00,2.2750010e-01,5.0433837e-03,2.3468085e-02,6.5429807e-03,2.4879655e-02
175,3.5000162e+00,1.9826084e+00,3.6500115e-02,8.6342627e-03,2.2752309e-02,-3.8643871e-03,2.4640445e-02
176,3.5000186e+00,1.9826084e+00,-1.5449987e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
177,3.4999812e+00,1.8000000e+00,2.7105000e+00,3.2772277e-02,-4.7407556e-02,-1.1408924e-04,5.7632558e-02
178,3.4999838e+00,1.8000000e+00,2.5195000e+00,1.8846598e-02,-3.4914464e-02,-1.6043741e-04,3.9676689e-02
179,3.4999862e+00,1.8000000e+00,2.3285000e+00,2.9865797e-03,-2.2338551e-02,2.3880075e-03,2.2663476e-02
180,3.4999888e+00,1.8000000e+00,2.1375000e+00,-9.4777383e-03,-1.2385719e-02,4.8804469e-03,1.6341737e-02
181,3.4999912e+00,1.7999998e+00,1.9465002e+00,-1.4586015e-02,-8.5421372e-03,6.8467543e-03,1.8237269e-02
182,3.4999938e+00,1.7999998e+00,1.7555002e+00,-1.3572769e-02,-3.9294348e-03,3.5319321e-03,1.4564857e-02
183,3.4999962e+00,1.7999998e+00,1.5645002e+00,-1.0143173e-02,1.2369727e-04,-1.0445872e-03,1.0197569e-02
184,3.4999988e+00,1.7999998e+00,1.3735002e+00,-6.2399283e-03,2.6201268e-03,-4.4389945e-03,8.0936048e-03
185,3.5000012e+00,1.7999998e+00,1.1825001e+00,-3.9867191e-03,3.5879468e-03,-4.2602429e-03,6.8495958e-03
186,3.5000038e+00,1.7999998e+00,9.9150002e-01,-2.7088253e-03,3.4081934e-03,-1.3233421e-03,4.5502475e-03
187,3.5000062e+00,1.7999998e+00,8.0050004e-01,-2.7751138e-03,6.0102339e-03,7.6740435e-03,1.0134846e-02
188,3.5000088e+00,1.7999997e+00,6.0950005e-01,-1.2589645e-03,1.0715038e-02,1.3822116e-02,1.7534193e-02
189,3.5000112e+00,1.7999997e+00,4.1850010e-01,3.1392169e-03,1.9851709e-02,1.3420762e-02,2.4167372e-02
190,3.5000138e+00,1.7999997e+00,2.2750011e-01,7.8134397e-03,2.4575345e-02,5.9790201e-03,2.6471609e-02
191,3.5000162e+00,1.7999997e+00,3.6500134e-02,1.2793019e-02,2.4767138e-02,-4.1106618e-03,2.8177474e-02
192,3.5000186e+00,1.7999997e+00,-1.5449986e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
193,3.4999812e+00,1.6173913e+00,2.7105000e+00,2.7542686e-02,-4.5466404e-02,-6.3999894e-04,5.3162042e-02
194,3.4999838e+00,1.6173913e+00,2.5195000e+00,1.4648975e-02,-3.4339551e-02,-2.5924188e-04,3.7334494e-02
195,3.4999862e+00,1.6173913e+00,2.3285000e+00,5.9610698e-05,-2.2039615e-02,3.1367517e-03,2.2261791e-02
196,3.4999888e+00,1.6173913e+00,2.1375000e+00,-1.1024484e-02,-1.1712437e-02,4.1176872e-03,1.6603487e-02
197,3.4999912e+00,1.6173912e+00,1.9465002e+00,-1.4670517e-02,-6.2941252e-03,4.0932121e-03,1.6480124e-02
198,3.4999938e+00,1.6173912e+00,1.7555002e+00,-1.3250396e-02,-9.4030111e-04,-1.6777886e-03,1.3389254e-02
199,3.4999962e+00,1.6173912e+00,1.5645002e+00,-1.0215640e-02,3.2788194e-03,-6.9655497e-03,1.2791749e-02
200,3.4999988e+00,1.6173912e+00,1.3735002e+00,-8.5934363e-03,4.9739969e-03,-1.1041880e-02,1.4849610e-02
201,3.5000012e+00,1.6173912e+00,1.1825001e+00,-7.3396242e-03,4.5060860e-03,-1.2022421e-02,1.4788966e-02
202,3.5000038e+00,1.6173912e+00,9.9150008e-01,-6.9320342e-03,3.6090584e-03,-1.0475571e-02,1.3069659e-02
203,3.5000062e+00,1.6173912e+00,8.0050009e-01,-5.2348790e-03,3.1770244e-03,-3.5364353e-03,7.0713377e-03
204,3.5000088e+00,1.6173911e+00,6.0950011e-01,-2.5923098e-03,8.2556540e-03,4.6369806e-03,9.8172035e-03
205,3.5000112e+00,1.6173911e+00,4.1850010e-01,4.3624882e-03,1.8065307e-02,8.2544442e-03,2.0335253e-02
206,3.5000138e+00,1.6173911e+00,2.2750014e-01,1.0127170e-02,2.4621278e-02,2.8830485e-03,2.6778329e-02
207,3.5000162e+00,1.6173911e+00,3.6500148e-02,1.5809627e-02,2.6353689e-02,-4.7539202e-03,3.1097604e-02
208,3.5000186e+00,1.6173911e+00,-1.5449983e-01,0.0000000e+00,0.0000000e+00,0.0000000e+00,0.0000000e+00
209,3.4999812e+00,1.4347825e+00,2.7105000e+00,2.3275321e-02,-4.4159569e-02,-7.2664372e-04,4.9923301e-02
